,Name,Recoil %,Ergonomics,Accuracy,Muzzle Velocity,sight,Mag,Icon
947,,VS-24 Handguard with a VS-33c gas block combo for AK,-4,+14,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2c/VS_Combo_Normal_Icon.gif/revision/latest/scale-to-width-down/127?cb=20191213093226
948,,KAC Low Profile Gas Block,-2,-1,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d9/KAC_Low_Profile_Gas_Block_icon.png/revision/latest/scale-to-width-down/64?cb=20191229123250
949,,SIG MCX Gas Block,-2,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a6/MCX_Gas_Block_Icon.png/revision/latest/scale-to-width-down/64?cb=20201228212220
950,,Mk-18 Gas Block,,,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1a/Mk-18_Gas_Block_icon.png/revision/latest/scale-to-width-down/64?cb=20210127172328
951,Icon,Name,Recoil %,Ergonomics,Accuracy %,0,0,None
952,,Lancer OEM 14 inch M-LOK foregrip for MPX,-3,+12,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d4/Lancer_OEM_14_inch_M-LOK_foregrip_for_MPX_Icon.png/revision/latest/scale-to-width-down/127?cb=20190419201846
953,,"Troy Industries 13"" M-LOK foregrip for 416A5",,+14,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e2/Troy_Industries_13-_M-LOK_foregrip_for_416A5_Icon.png/revision/latest/scale-to-width-down/190?cb=20190419201615
954,,"Strike Industries CRUX 15"" M-LOK foregrip for 416A5",-3,+11,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ef/CruxHandguard15InchIcon.png/revision/latest/scale-to-width-down/190?cb=20190419201510
955,,Desert Tech foregrip for MDR,-1,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/66/Desert_Tech_foregrip_for_MDR_icon.gif/revision/latest/scale-to-width-down/127?cb=20191229152638
956,,"HK MRS 14"" keymod foregrip for 416A5",-3,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/9a/HK_Keymod_Icon.png/revision/latest/scale-to-width-down/190?cb=20190414150623
957,,Zenit B-10 AK Handguard,-1,+3,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/ae/B10Icon.png/revision/latest/scale-to-width-down/64?cb=20190411110258
958,,"SAI 10"" QD Rail foregrip for AR15",-3,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8f/SAI10Icon.png/revision/latest/scale-to-width-down/127?cb=20190415134048
959,,Midwest 14 inch M-LOK foregrip for MPX,-4,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/74/Midwest_14_inch_M-LOK_foregrip_for_MPX_icon.png/revision/latest/scale-to-width-down/127?cb=20200609095455
960,,Midwest 10.5 inch M-LOK foregrip for MPX,-2,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6f/Midwest_10.5_inch_M-LOK_foregrip_for_MPX_icon.png/revision/latest/scale-to-width-down/127?cb=20190410032115
961,,Midwest 4.5 inch M-LOK foregrip for MPX,,+15,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/41/Midwest4.5Icon.png/revision/latest/scale-to-width-down/64?cb=20190411105701
962,,"Stngr Vypr 10"" M-LOK foregrip for AR15",-1,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/2c/Stngr_Icon.png/revision/latest/scale-to-width-down/127?cb=20190414143944
963,,Daniel Defence RIS II 12.25 foregrip for AR-15-compatible systems,-2,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/51/RIS_II_12.25_Icon.png/revision/latest/scale-to-width-down/127?cb=20190414141610
964,,Magpul MOE SL carbine length M-LOK foregrip for AR15,,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/78/Magpul_MOE_SL_carabine_length_M-LOK_foregrip_for_AR15_icon.png/revision/latest/scale-to-width-down/127?cb=20190410031642
965,,Daniel Defence FDE RIS II FSP 9.5 foregrip for AR-15-compatible systems,-1,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/55/RIS_II_FSP_Icon.png/revision/latest/scale-to-width-down/127?cb=20190414141235
966,,Polymer SVDS handguard,,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/30/Polymer_SVDS_foregrip_icon.png/revision/latest/scale-to-width-down/64?cb=20190410230658
967,,"SAI 14.5"" QD Rail foregrip for AR15",-3,+12,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c2/SAI14.5Icon.png/revision/latest/scale-to-width-down/190?cb=20190415134009
968,,Midwest 6.5 inch M-LOK foregrip for MPX,,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5b/Midwest6.5icon.png/revision/latest/scale-to-width-down/127?cb=20190411103952
969,,"Midwest 9"" M-LOK foregrip for 416A5",,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c9/Midwest9In416HGIcon.png/revision/latest/scale-to-width-down/127?cb=20190411111246
970,,Magpul Zhukov-U HAND GUARD for AK,-1,+14,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/ZhukovUIcon.gif/revision/latest/scale-to-width-down/127?cb=20190415181901
971,,Magpul MOE SL mid length M-LOK foregrip for AR15,-1,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/92/Magpul_MOE_SL_mid_length_M-LOK_foregrip_for_AR15_icon.png/revision/latest/scale-to-width-down/127?cb=20190411011540
972,,"Midwest 13.5"" M-LOK foregrip for 416A5",-1,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b3/Midwest_m-lok_icon.png/revision/latest/scale-to-width-down/190?cb=20190414141039
973,,Izhmash RPK-16 regular handguard,-1,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8b/Izhmash_RPK-16_regular_handguard_icon.png/revision/latest/scale-to-width-down/127?cb=20181230160451
974,,ADAR 2-15 wooden stock for AR-15 and compatibles,,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f8/ADAR2-15WoodenHandguardicon.png/revision/latest/scale-to-width-down/127?cb=20190104002042
975,,VLTOR CMRD Keymod handguard for AK,-4,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b4/VLTORCMRDKeymodicon.png/revision/latest/scale-to-width-down/127?cb=20190916220811
976,,HK quadrail handguard for 416-compatible systems,,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6d/Hkquadrail416compatibleicon.png/revision/latest/scale-to-width-down/127?cb=20190106141824
977,,HK quadrail handguard with a flip-up sight for 416-compatible systems,,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0a/HKQuadFlipUpIcon.png/revision/latest/scale-to-width-down/127?cb=20190203213038
978,,HK extended quadrail handguard for 416-compatible systems,-2,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e6/Hk416extendedhandguardicon.png/revision/latest/scale-to-width-down/190?cb=20190419200222
979,,DS Arms Quad Rail Full Length foregrip for SA-58,,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/52/Quad_Rail_Full_Hg_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923092818
980,,Vltor CASV FAS foregrip for FAL,-2,+14,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/0a/FAS_CASV_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923092621
981,,Vltor CASV FAL foregrip for FAL,-3,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ed/FAL_CASV_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923092005
982,,Original Austrian foregrip for a FAL,,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/43/FAL_Austrian_hg_Icon.png/revision/latest/scale-to-width-down/127?cb=20180923091816
983,,DSA Belgian style foregrip for a FAL,,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/78/FAL_Belgian_hg_icon.png/revision/latest/scale-to-width-down/127?cb=20180923091922
984,,Aim sport Universal M-LOK foregrip for FAL,,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b2/FAL_MLOK_hg_icon.png/revision/latest/scale-to-width-down/127?cb=20180923092448
985,,Aim sport Universal keymod foregrip for FAL,,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b4/FAL_Keymod_Guard_Icon.png/revision/latest/scale-to-width-down/127?cb=20181106174316
986,,Hexagon handguard for AK,-3,+14 for Black+15 for Anodized Red,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ed/AK_Hex_hg_icon.gif/revision/latest/scale-to-width-down/127?cb=20180923131502
987,,DS Arms quad rail foregrip for SA-58,,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b6/SA58_Quad_Rail_Icon.png/revision/latest/scale-to-width-down/127?cb=20180804170527
988,,Handguard MK 10 for use with AR-15 and compatible,-3,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/28/Handguard_MK_10_for_use_with_AR-15_and_compatible_Icon.png/revision/latest/scale-to-width-down/127?cb=20180805230540
989,,Strike industries TRAX 1 foregrip,-2,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/91/Trax1icon.png/revision/latest/scale-to-width-down/64?cb=20180506170350
990,,Strike industries TRAX 2,-1,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/24/Trax2icon.png/revision/latest/scale-to-width-down/64?cb=20180529235036
991,,Colt M4 Length handguard for AR-15 and compatibles,,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/3d/M4LengthHandguardIcon.png/revision/latest/scale-to-width-down/127?cb=20180513141833
992,,XRSU47SU Tactical Handguard for AKS-74U,-3,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ea/Aksurailmounticon.png/revision/latest/scale-to-width-down/127?cb=20180530000915
993,,MP5 TL-99 Aluminum handguard,,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7d/Mp5tl99icon.png/revision/latest/scale-to-width-down/127?cb=20180520015225
994,,MP5 Wide Tropical Polymer handguard,,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/08/Mp5wt.png/revision/latest/scale-to-width-down/127?cb=20180326144120
995,,Wooden AK-74 handguard (6P20 Sb.6),,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/5c/6p20sb6.png/revision/latest/scale-to-width-down/64?cb=20210130162540
996,,Magpul MOE AKM HAND GUARD for AK,-2,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/29/MOE_AKM_Icon.gif/revision/latest/scale-to-width-down/64?cb=20180805182549
997,,LOBAEV Arms DVL-10 M2 handguard,,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c9/Dvlhandgaurd.png/revision/latest/scale-to-width-down/127?cb=20180326144113
998,,Wooden AKM / VPO-209 handguard,,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/34/Vpo209hg.png/revision/latest/scale-to-width-down/64?cb=20190916220301
999,,Wooden AK-74 handguard (6P1 Sb.6-1),,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/14/6p1sb61.png/revision/latest/scale-to-width-down/64?cb=20180326144106
1000,,Wooden VPO-136 handguard,,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/73/Vpo136hg.png/revision/latest/scale-to-width-down/64?cb=20190916220317
1001,,Izhmekh MP-153 Polymer stock,,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/62/Mp153polymer.png/revision/latest/scale-to-width-down/127?cb=20180326144120
1002,,Krebs Custom UFM Keymod System handguard for AKM,-3,+11,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/92/Ufm.png/revision/latest/scale-to-width-down/127?cb=20190226211709
1003,,MP5SD Polymer handguard,,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/47/Mp5sdhg.png/revision/latest/scale-to-width-down/127?cb=20190915022225
1004,,Izhmekh MP-133 Beechwood forestock,,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/10/Mr133beech.png/revision/latest/scale-to-width-down/127?cb=20180326145251
1005,,B-11 AKS-74U Handguard,-1,+3,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/ed/B-11hg.png/revision/latest/scale-to-width-down/64?cb=20190711172259
1006,,Handguard SIG MPX Gen. 1 for MPX,,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/54/Mpxgen1.png/revision/latest/scale-to-width-down/127?cb=20180326144122
1007,,Remington Arms handguard for a R11 RSASS,-2,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e4/Rsasshg.png/revision/latest/scale-to-width-down/127?cb=20190916220326
1008,,Handguard War Sport LVOA-C blk. for use with AR-15 and compatible,-2,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d2/Lvoac.png/revision/latest/scale-to-width-down/190?cb=20190412074115
1009,,Handguard War Sport LVOA-S blk. for use with AR-15 and compatible,-1,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/6a/Lvoas.png/revision/latest/scale-to-width-down/127?cb=20180326144117
1010,,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems,-1,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d4/DD_Ris2_Icon.gif/revision/latest/scale-to-width-down/127?cb=20180923102224
1011,,SOK-12 aluminum handguard MTU002 Long Top,-3,+2,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/7c/Mtu002l.png/revision/latest/scale-to-width-down/127?cb=20180326144122
1012,,Polymer AK-74 foregrip (6P20 Sb.9),,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/58/Polymer_AK-74_foregrip_icon.gif/revision/latest/scale-to-width-down/64?cb=20200325220344
1013,,SOK-12 polymer handguard Sb.7-1,,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f0/Sb.7-1.png/revision/latest/scale-to-width-down/64?cb=20190915022303
1014,,SOK-12 aluminum handguard MTU002 Short Top,-1.1,+2,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8d/Mtu002s.png/revision/latest/scale-to-width-down/127?cb=20180326144123
1015,,CAA RS47 foregrip for AK-compatible systems,-2,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a0/Caars47.png/revision/latest/scale-to-width-down/64?cb=20180326144112
1016,,B-10M foregrip and rail mount B-19,-2,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/57/B10m.png/revision/latest/scale-to-width-down/64?cb=20210106153255
1017,,Wooden AKS-74U Handguard (6P26 Sb.6),,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/28/6p26sb6.png/revision/latest/scale-to-width-down/64?cb=20181028173720
1018,,Knight's Armament KAC RIS handguard for AR-15 and compatibles,,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f5/Kacris.png/revision/latest/scale-to-width-down/127?cb=20180922235303
1019,,Custom plastic MP-133 forestock with mounts,-1,+4,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/6/63/Custommp133.png/revision/latest/scale-to-width-down/127?cb=20180326144112
1020,,Fab Defence PR870 forestock,,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1a/FAB_Defense_PR870_forestock_icon.png/revision/latest/scale-to-width-down/127?cb=20180527172146
1021,,Magpul MOE M870 forestock,,+13,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/06/Magpulm870forestockicon.png/revision/latest/scale-to-width-down/127?cb=20180530000405
1022,,Speedfeed short M870 forestock,,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c7/Speedfedicon.png/revision/latest/scale-to-width-down/127?cb=20180506170304
1023,,Polymer AK-100 series foregrip,,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d0/PolymerAK100ForegripIcon.png/revision/latest/scale-to-width-down/64?cb=20191031135441
1024,,Polymer ASh-12 foregrip,,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/05/Polymer_ASh-12_foregrip_icon.png/revision/latest/scale-to-width-down/64?cb=20200213223319
1025,,A*B Arms MOD X Gen.3 keymod handguard for M700,-3,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1c/AB_Arms_MOD_X_Gen3_keymod_handguard_for_M700_icon.png/revision/latest/scale-to-width-down/190?cb=20200501131448
1026,,"5.45 Design ""Aggressor"" handguard for AK",-3,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d9/5.45_Design_Aggressor_handguard_for_AK_icon.png/revision/latest/scale-to-width-down/64?cb=20200213223340
1027,,Strike Industries Viper carbine length M-LOK foregrip for AR-15,,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/35/Viper_carbine_MLOK_foregrip_AR15_Icon.gif/revision/latest/scale-to-width-down/127?cb=20200407091249
1028,,Noveske SWS N6 10.5 inch foregrip for AR-10-compatible systems,-1,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/df/Noveske_SWS_N6_10_5_inch_foregrip_for_AR-10-compatible_systems_icon.png/revision/latest/scale-to-width-down/127?cb=20200213223507
1029,,Noveske SWS N6 Split handguard for AR-10-compatible systems,-1,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/33/Noveske_SWS_N6_Split_handguard_for_AR-10-compatible_systems_icon.png/revision/latest/scale-to-width-down/127?cb=20200213223625
1030,,CAA HX-5 MP5 handguard,-3,+13,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b6/CAA_HX-5_MP5_handguard_icon.png/revision/latest/scale-to-width-down/127?cb=20200213223712
1031,,"URX 3.1 10.75"" handguard for AR15",-2,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/1f/URX_3_1_10_75_handguard_for_AR15_icon.png/revision/latest/scale-to-width-down/127?cb=20200213223843
1032,,"URX 3 8"" handguard for AR15",-1,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/11/URX_3_8_handguard_for_AR15_icon.png/revision/latest/scale-to-width-down/127?cb=20200213223917
1033,,Alfa Arms Goliaf AKS-74U Handguard,-1,+3,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/53/Alfa_Arms_Goliaf_AKS-74U_Handguard_icon.png/revision/latest/scale-to-width-down/64?cb=20200209203451
1034,,PTR Tri-Rail MP5 handguard,-1,+11,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c1/Tri-Railhabdguard_icon.png/revision/latest/scale-to-width-down/127?cb=20200407075042
1035,,TDI AKM-L handguard for AK,,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/eb/AKM-L_Icon.gif/revision/latest/scale-to-width-down/64?cb=20191212183301
1036,,Wooden CAF WASR 10-63 handguard,-1,+3,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/27/DingDongGripIcon.png/revision/latest/scale-to-width-down/64?cb=20191214070257
1037,,MP5k Polymer handguard,-3,+12,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/46/MP5k_Polymer_handguard_icon.png/revision/latest/scale-to-width-down/64?cb=20191119102727
1038,,Lone Star Ion Lite handguard for AR-15 and compatible,-1,+11,+1,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/42/Ion_Lite_Icon.PNG/revision/latest/scale-to-width-down/190?cb=20191102040207
1039,,URX-4 handguard for AR-10 and compatible,-1,+7,+1,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/33/URX-4_handguard_for_AR-10_and_compatible_icon.png/revision/latest/scale-to-width-down/190?cb=20191229140558
1040,,Orsis handguard for T-5000,-2,+11,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/17/Orsis_handguard_for_T-5000_icon.png/revision/latest/scale-to-width-down/127?cb=20191229143611
1041,,SAG MK1 Freefloat Chassis for SVD,-3,+11,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/bd/SAG_MK1_Freefloat_Chassis_for_SVD_icon.png/revision/latest/scale-to-width-down/190?cb=20191229151000
1042,,CAA XRS DRG for SVD,-1,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/17/XRS_DRG_icon.png/revision/latest/scale-to-width-down/127?cb=20200314141128
1043,,Izhmash modern handguard for SVD,-4,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/9/96/Izhmash_modern_svd_hg_icon.png/revision/latest/scale-to-width-down/127?cb=20200314152053
1044,,Geissele SMR Mk.16 9.5 inch M-LOK handguard for AR-15,,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/2/26/SMR_Mk16_9.5_Icon.png/revision/latest/scale-to-width-down/127?cb=20200606100229
1045,,Geissele SMR Mk.16 13.5 inch M-LOK handguard for AR-15,-1,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/51/SMR_MK16_Icon_.png/revision/latest/scale-to-width-down/190?cb=20200606100536
1046,,Speedfeed short M590A1 forestock,,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/42/Speedfeed_short_M590A1_forestock_icon.png/revision/latest/scale-to-width-down/127?cb=20200729144835
1047,,Magpul MOE M590 forestock,,+13,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/77/Magpul_MOE_M590_forestock_icon.png/revision/latest/scale-to-width-down/127?cb=20200729150506
1048,,B-30 foregrip and rail mount B-31С,-3,+7,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/cb/B-30_foregrip_and_rail_mount_B-31%D0%A1_icon.png/revision/latest/scale-to-width-down/127?cb=20200729152147
1049,,TOZ KS-23M forestock,,+8,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/bd/KS-23M_for.Icon.png/revision/latest/scale-to-width-down/127?cb=20201019175251
1050,,Kel-Tec RFB regular handguard,-2,+16,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/0/01/RFB_Reg_HG_Icon.png/revision/latest/scale-to-width-down/127?cb=20201019211953
1051,,Lancer LCH-7 12.5 inch M-LOK handguard for AR-10,-1,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/3/38/Lancer_LCH-7_12.5_inch_M-LOK_handguard_for_AR-10_icon.png/revision/latest/scale-to-width-down/190?cb=20201020161338
1052,,SOK-12 aluminum handguard Bravo-18,-3,+5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/b1/SOK-12_aluminum_handguard_Bravo-18_icon.png/revision/latest/scale-to-width-down/127?cb=20201020163243
1053,,X47 Tactical Handguard for AK and compatible,-3,+10,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/7/72/X47_Tactical_Handguard_for_AK_icon.png/revision/latest/scale-to-width-down/127?cb=20201020170014
1054,,"SIG 12"" keymod foregrip for MCX",-1,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/a/a7/12inch_MCX_Keymod_Icon.png/revision/latest/scale-to-width-down/127?cb=20201227040651
1055,,"SIG 8"" keymod foregrip for MCX",,+9,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/48/8inch_MCX_Keymod_icon.png/revision/latest/scale-to-width-down/127?cb=20201227040650
1056,,Sword int. 18 inch handguard for Mk-18,,+7,+1,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/f/f2/Sword_int._18_inch_handguard_for_Mk-18_icon.png/revision/latest/scale-to-width-down/190?cb=20210127172320
1057,,STM 9 inch M-LOK handguard for AR-15,,+6,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/56/STM_9inch_hg_icon.png/revision/latest/scale-to-width-down/127?cb=20210330191232
1058,,STM 12 inch M-LOK handguard for AR-15,,+6.5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/8d/STM_12_inch_M-LOK_handguard_for_AR-15_icon.png/revision/latest/scale-to-width-down/127?cb=20210331141933
1059,,STM 15 inch M-LOK handguard for AR-15,-1,+5.5,,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/be/STM_15_inch_M-LOK_handguard_for_AR-15_icon.png/revision/latest/scale-to-width-down/192?cb=20210331141935
1060,Icon,Name,Recoil %,Ergonomics,0,0,0,None
1061,,US Palm pistol grip for AK,,+12,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/c/c3/USPalmIcon.png/revision/latest/scale-to-width-down/64?cb=20190411050222
1062,,HK Grip V.2 pistol grip for AR-15 based systems,,+7,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/1/15/Grip_v2_Icon.png/revision/latest/scale-to-width-down/64?cb=20190414151429
1063,,Izhmash SVDS pistol grip,,+5,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/e/e3/Izhmash_SVDS_pistol_grip_icon.png/revision/latest/scale-to-width-down/64?cb=20190410222952
1064,,Desert Tech pistol grip for MDR,,+5,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/4/43/Desert_Tech_pistol_grip_for_MDR_icon.gif/revision/latest/scale-to-width-down/64?cb=20191230180853
1065,,Razor Arms TT rubber grips,,+13,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/8/80/Razorttgripsicon.png/revision/latest/scale-to-width-down/64?cb=20190106150955
1066,,Hogue like TT rubber grips,,+8,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/d/d3/Hoguettgripsicon.png/revision/latest/scale-to-width-down/64?cb=20190106151045
1067,,Wooden Sig Sauer Elite pistol grip for P226,,+8,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/b/bf/Stainless_elite_grips_icon.png/revision/latest/scale-to-width-down/64?cb=20190106151233
1068,,Emperor scorpion Sig Sauer pistol grip for P226,,+8,0,0,0,https://static.wikia.nocookie.net/escapefromtarkov_gamepedia/images/5/53/Scorpion_grips_icon.png/revision/latest/scale-to-width-down/64?cb=20190104211337
